CBSA,ZIP,Locale,State,CBSA Title
16860,37397,Whitwell,TN,"Chattanooga, TN-GA"
35300,06721,Waterbury,CT,"New Haven-Milford, CT"
16700,29487,Wadmalaw Is,SC,"Charleston-North Charleston, SC"
NULL,03785,Woodsville,NH,NULL
14010,61724,Bellflower,IL,"Bloomington, IL"
NULL,05086,East Orange,VT,NULL
12260,30814,Harlem,GA,"Augusta-Richmond County, GA-SC"
45520,97021,Dufur,OR,"The Dalles, OR"
28740,12410,Big Indian,NY,"Kingston, NY"
30980,75654,Henderson,TX,"Longview, TX"
NULL,65552,Plato,MO,NULL
35620,08092,Cedar Run,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
21900,26559,Barrackville,WV,"Fairmont, WV"
35620,10176,Manhattan,NY,"New York-Newark-Jersey City, NY-NJ-PA"
47900,20373,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
NULL,09189,Apo,AE,NULL
36420,73160,Oklahoma City,OK,"Oklahoma City, OK"
36140,08243,Townsends Inlet,NJ,"Ocean City, NJ"
33460,55112,"Mounds View ",MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
27020,54121,Florence,WI,"Iron Mountain, MI-WI"
37980,08080,Seawell,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
38300,15262,Pittsburgh,PA,"Pittsburgh, PA"
NULL,38363,Parsons,TN,NULL
42780,17862,Penns Creek,PA,"Selinsgrove, PA"
NULL,99615,Akhiok,AK,NULL
NULL,49701,Mackinac City,MI,NULL
31080,91117,Pasadena,CA,"Los Angeles-Long Beach-Anaheim, CA"
NULL,09104,APO,AE,NULL
35620,07740,LONG BRANCH,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
20100,19936,Cheswold,DE,"Dover, DE"
36260,84405,South Ogden,UT,"Ogden-Clearfield, UT"
19100,76098,Azle,TX,"Dallas-Fort Worth-Arlington, TX"
40060,23002,Amelia,VA,"Richmond, VA"
NULL,16695,Woodbury,PA,NULL
NULL,72455,Pocahontas,AR,NULL
21700,95525,Blue Lake,CA,"Eureka-Arcata, CA"
47900,20189,"Dulles ",VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
35620,11691,Queens,NY,"New York-Newark-Jersey City, NY-NJ-PA"
47900,20639,Huntington,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
33100,33308,Lauderdale,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
NULL,00801,St. Thomas,VI,NULL
40140,92587,Canyon Lake,CA,"Riverside-San Bernardino-Ontario, CA"
35620,10530,Scarsdale,NY,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,61431,Ellisville,IL,NULL
11780,44003,Andover,OH,"Ashtabula, OH"
39460,33980,port charlotte,FL,"Punta Gorda, FL"
45940,08550,Princeton junction,NJ,"Trenton-Princeton, NJ"
35620,10463,"Bronx ",NY,"New York-Newark-Jersey City, NY-NJ-PA"
31080,91436,"Encino ",CA,"Los Angeles-Long Beach-Anaheim, CA"
16700,29466,MOUNT PLEASANT,SC,"Charleston-North Charleston, SC"
45300,33711,St petersburg,FL,"Tampa-St. Petersburg-Clearwater, FL"
14460,02494,Needham Hgts,MA,"Boston-Cambridge-Newton, MA-NH"
22380,86020,Cameron,AZ,"Flagstaff, AZ"
41860,94960,SAN ANSELMO,CA,"San Francisco-Oakland-Berkeley, CA"
12100,08234,Egg Harbor Townsh,NJ,"Atlantic City-Hammonton, NJ"
47900,20005,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
37980,19127,Philadelphia,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
47900,21798,Woodsboro,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
45300,33701,Saint Petersburg,FL,"Tampa-St. Petersburg-Clearwater, FL"
35620,11509,Atlantic Beach,NY,"New York-Newark-Jersey City, NY-NJ-PA"
33340,53202,Milwaukee,WI,"Milwaukee-Waukesha, WI"
35620,10019,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,28782,Tryon,NC,NULL
44100,62703,Springfield,IL,"Springfield, IL"
NULL,21561,Swanton,MD,NULL
33100,33496,Boca Raton,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
37980,18938,New Hope,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
40140,92503,Riverside,CA,"Riverside-San Bernardino-Ontario, CA"
31080,90277,Redondo Beach,CA,"Los Angeles-Long Beach-Anaheim, CA"
19740,80220,Denver,CO,"Denver-Aurora-Lakewood, CO"
38300,15321,Cecil,PA,"Pittsburgh, PA"
12580,21286,Towson,MD,"Baltimore-Columbia-Towson, MD"
31080,92651,Laguna Beach,CA,"Los Angeles-Long Beach-Anaheim, CA"
38860,04043,Kennebunk,ME,"Portland-South Portland, ME"
16980,60601,Chicago,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
10740,87110,Albuquerque,NM,"Albuquerque, NM"
40060,23129,Oilville,VA,"Richmond, VA"
34100,37814,Morristown,TN,"Morristown, TN"
47900,20905,Silver Spring,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
14460,02205,Boston,MA,"Boston-Cambridge-Newton, MA-NH"
37980,08105,Camden,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
NULL,41547,Majestic,KY,NULL
35620,10538,Larchmont,NY,"New York-Newark-Jersey City, NY-NJ-PA"
38900,97068,West Linn,OR,"Portland-Vancouver-Hillsboro, OR-WA"
NULL,14744,Houghton,NY,NULL
25540,06032,Farmington,CT,"Hartford-East Hartford-Middletown, CT"
27060,14850,Ithaca,NY,"Ithaca, NY"
44060,99109,Chewelah,WA,"Spokane-Spokane Valley, WA"
33100,33133,Coconut Grove,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
47900,20640,Indian Head,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
33100,33316,Fort Lauderdale,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
38860,04107,Cape Elizabeth,ME,"Portland-South Portland, ME"
35980,06371,Old Lyme,CT,"Norwich-New London, CT"
35300,06704,Waterbury,CT,"New Haven-Milford, CT"
34980,37214,Nashville,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
35380,70124,New Orleans,LA,"New Orleans-Metairie, LA"
17860,65201,Columbia,MO,"Columbia, MO"
38940,34991,Palm City,FL,"Port St. Lucie, FL"
14460,02143,Somerville,MA,"Boston-Cambridge-Newton, MA-NH"
20500,27517,Chapel Hill,NC,"Durham-Chapel Hill, NC"
47900,25443,Shepherdstown,WV,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
14460,01432,Ayer,MA,"Boston-Cambridge-Newton, MA-NH"
24220,58203,Grand Forks,ND,"Grand Forks, ND-MN"
12060,30121,Cartersville,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
37980,19422,Blue Bell,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
37980,19075,Oreland,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
45300,33763,Clearwater,FL,"Tampa-St. Petersburg-Clearwater, FL"
14460,02171,Quincy,MA,"Boston-Cambridge-Newton, MA-NH"
31180,79424,Lubbock,TX,"Lubbock, TX"
16580,61802,Urbana,IL,"Champaign-Urbana, IL"
37980,19152,Philadelphia,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
35620,10570,Pleasantville,NY,"New York-Newark-Jersey City, NY-NJ-PA"
35620,11762,Massapequa Pk,NY,"New York-Newark-Jersey City, NY-NJ-PA"
35620,11568,Old Westbury,NY,"New York-Newark-Jersey City, NY-NJ-PA"
41700,78234,Fort Sam Houston,TX,"San Antonio-New Braunfels, TX"
31080,92782,Tustin,CA,"Los Angeles-Long Beach-Anaheim, CA"
31080,90036,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA"
30140,17003,Annville,PA,"Lebanon, PA"
NULL,62214,Addieville,IL,NULL
37340,32940,Viera,FL,"Palm Bay-Melbourne-Titusville, FL"
19820,48302,Bloomfield Hills,MI,"Detroit-Warren-Dearborn, MI"
32820,38120,Memphis,TN,"Memphis, TN-MS-AR"
35620,07702,Shrewsbury,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
47900,22060,Fort Belvoir,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
44140,01060,Northampton,MA,"Springfield, MA"
14460,02066,Scituate,MA,"Boston-Cambridge-Newton, MA-NH"
12260,30909,Augusta,GA,"Augusta-Richmond County, GA-SC"
49340,01740,Bolton,MA,"Worcester, MA-CT"
12060,30339,Atlanta,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
16980,60523,Oak Brook,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
29540,17551,Millersville,PA,"Lancaster, PA"
33340,53226,Milwaukee,WI,"Milwaukee-Waukesha, WI"
25420,17113,Steelton,PA,"Harrisburg-Carlisle, PA"
47900,20993,Silver Spring,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
11700,28787,Weaverville,NC,"Asheville, NC"
14860,06904,Stamford,CT,"Bridgeport-Stamford-Norwalk, CT"
33460,55112,New Brighton,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
41540,19944,Fenwick Island,DE,"Salisbury, MD-DE"
37980,19047,Langhorne,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
12540,93555,Ridgecrest,CA,"Bakersfield, CA"
14860,06877,Ridgefield,CT,"Bridgeport-Stamford-Norwalk, CT"
46340,75707,Tyler,TX,"Tyler, TX"
35620,10112,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA"
16540,17201,Chambersburg,PA,"Chambersburg-Waynesboro, PA"
38900,97221,Portland,OR,"Portland-Vancouver-Hillsboro, OR-WA"
35620,11213,Brooklyn,NY,"New York-Newark-Jersey City, NY-NJ-PA"
12580,21034,Darlington,MD,"Baltimore-Columbia-Towson, MD"
46700,94591,Vallejo,CA,"Vallejo, CA"
19820,48323,West Bloomfield,MI,"Detroit-Warren-Dearborn, MI"
33340,53201,Milwaukee,WI,"Milwaukee-Waukesha, WI"
NULL,49660,Manistee,MI,NULL
47900,20551,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
47900,20057,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
NULL,78639,Kingsland,TX,NULL
18140,43214,Columbus,OH,"Columbus, OH"
28300,03461,Rindge,NH,"Keene, NH"
40900,95816,Sacramento,CA,"Sacramento-Roseville-Folsom, CA"
42660,98112,Seattle,WA,"Seattle-Tacoma-Bellevue, WA"
25540,06066,Vernon Rockville,CT,"Hartford-East Hartford-Middletown, CT"
38060,85019,Phoenix,AZ,"Phoenix-Mesa-Chandler, AZ"
17460,44074,Oberlin,OH,"Cleveland-Elyria, OH"
15380,14263,Buffalo,NY,"Buffalo-Cheektowaga, NY"
31080,90732,San Pedro,CA,"Los Angeles-Long Beach-Anaheim, CA"
43340,71104,Shreveport,LA,"Shreveport-Bossier City, LA"
12060,30031,Decatur,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
46520,96822,Honolulu,HI,"Urban Honolulu, HI"
35840,34205,Bradenton,FL,"North Port-Sarasota-Bradenton, FL"
35100,28510,Arapahoe,NC,"New Bern, NC"
33100,33154,Surfside,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
41860,94002,Belmont,CA,"San Francisco-Oakland-Berkeley, CA"
44300,16823,Bellefonte,PA,"State College, PA"
48900,28405,Wilmington,NC,"Wilmington, NC"
31080,90740,Seal Beach,CA,"Los Angeles-Long Beach-Anaheim, CA"
36500,98503,Lacey,WA,"Olympia-Lacey-Tumwater, WA"
35620,11901,Riverhead,NY,"New York-Newark-Jersey City, NY-NJ-PA"
45860,06795,Watertown,CT,"Torrington, CT"
47900,20230,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
NULL,05302,Brattleboro,VT,NULL
47940,50614,Cedar Falls,IA,"Waterloo-Cedar Falls, IA"
41620,84084,West Jordan,UT,"Salt Lake City, UT"
37980,08088,Tabernacle,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
41740,92054,Oceanside,CA,"San Diego-Chula Vista-Carlsbad, CA"
19820,48065,Romeo,MI,"Detroit-Warren-Dearborn, MI"
33340,53183,Wales,WI,"Milwaukee-Waukesha, WI"
35620,07753,Neptune,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
15700,21643,Hurlock,MD,"Cambridge, MD"
49100,55987,Winona,MN,"Winona, MN"
41860,94618,Oakland,CA,"San Francisco-Oakland-Berkeley, CA"
NULL,27505,Broadway,NC,NULL
46100,37306,Belvidere,TN,"Tullahoma-Manchester, TN"
17140,45140,Loveland,OH,"Cincinnati, OH-KY-IN"
25180,21720,Cavetown,MD,"Hagerstown-Martinsburg, MD-WV"
30020,73503,Fort Sill,OK,"Lawton, OK"
47900,22027,Dunn Loring,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
12580,20751,Deale,MD,"Baltimore-Columbia-Towson, MD"
14460,01851,Lowell,MA,"Boston-Cambridge-Newton, MA-NH"
35620,11716,Bohemia,NY,"New York-Newark-Jersey City, NY-NJ-PA"
12540,93309,Bakersfield,CA,"Bakersfield, CA"
41180,63101,Saint Louis,MO,"St. Louis, MO-IL"
NULL,05059,Quechee,VT,NULL
35620,11545,Brookville,NY,"New York-Newark-Jersey City, NY-NJ-PA"
19100,75220,Dallas,TX,"Dallas-Fort Worth-Arlington, TX"
14020,47407,Bloomington,IN,"Bloomington, IN"
36020,98277,Oak Harbor,WA,"Oak Harbor, WA"
35620,10003,New York City,NY,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,96337,Apo,AP,NULL
16980,60609,Chicago,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
37980,19406,Norristown,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
31080,91501,Burbank,CA,"Los Angeles-Long Beach-Anaheim, CA"
47260,23462,Virginia Beach,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
35620,07950,Morris Plains,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
35620,11804,Old Bethpage,NY,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,59427,Cut Bank,MT,NULL
10420,44240,Kent,OH,"Akron, OH"
34980,37212,Nashville,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
37980,19070,Morton,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
12580,21282,Baltimore,MD,"Baltimore-Columbia-Towson, MD"
10380,00685,San Sebastian,PR,"Aguadilla-Isabela, PR"
33460,55431,Bloomington,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
12060,30032,Decatur,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
49080,89445,Winnemucca,NV,"Winnemucca, NV"
NULL,13731,Andes,NY,NULL
48700,17723,Cammal,PA,"Williamsport, PA"
33340,53095,West Bend,WI,"Milwaukee-Waukesha, WI"
12060,30315,Atlanta,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
14460,02132,West Roxbury,MA,"Boston-Cambridge-Newton, MA-NH"
36740,34746,Kissimmee,FL,"Orlando-Kissimmee-Sanford, FL"
18140,43110,Canal Winchester,OH,"Columbus, OH"
NULL,04654,Machias,ME,NULL
12060,30076,Roswell,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
42340,31418,Savannah,GA,"Savannah, GA"
19100,75265,Dallas,TX,"Dallas-Fort Worth-Arlington, TX"
39300,02790,Westport,MA,"Providence-Warwick, RI-MA"
27260,32205,Jacksonville,FL,"Jacksonville, FL"
NULL,45458,Dayton,OH,NULL
41180,63034,Florissant,MO,"St. Louis, MO-IL"
39780,96080,Red Bluff,CA,"Red Bluff, CA"
16980,60120,Elgin,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
12420,78767,Austin,TX,"Austin-Round Rock-Georgetown, TX"
NULL,86305,Prescott,AZ,NULL
14260,83712,Boise,ID,"Boise City, ID"
18500,14810,Bath,NY,"Corning, NY"
14500,80306,Boulder,CO,"Boulder, CO"
28140,66202,Overland Park,KS,"Kansas City, MO-KS"
35380,70461,Slidell,LA,"New Orleans-Metairie, LA"
12940,70780,Sunshine,LA,"Baton Rouge, LA"
29200,47907,Lafayette,IN,"Lafayette-West Lafayette, IN"
17460,44143,Mayfield Hts,OH,"Cleveland-Elyria, OH"
38300,15090,Wexford,PA,"Pittsburgh, PA"
NULL,81641,Meeker,CO,NULL
38340,01267,Williamstown,MA,"Pittsfield, MA"
33340,53203,Milwaukee,WI,"Milwaukee-Waukesha, WI"
19260,24543,Danville,VA,"Danville, VA"
NULL,04658,Milbridge,ME,NULL
21340,79925,El Paso,TX,"El Paso, TX"
12700,02641,East Dennis,MA,"Barnstable Town, MA"
42200,93454,Santa Maria,CA,"Santa Maria-Santa Barbara, CA"
41700,78231,Shavano Park,TX,"San Antonio-New Braunfels, TX"
39300,02720,Fall River,MA,"Providence-Warwick, RI-MA"
44140,01085,Westfield,MA,"Springfield, MA"
16980,60527,Willowbrook,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
41180,63141,Creve Coeur,MO,"St. Louis, MO-IL"
39340,84602,Provo,UT,"Provo-Orem, UT"
36740,32810,Orlando,FL,"Orlando-Kissimmee-Sanford, FL"
28700,24327,Emory,VA,"Kingsport-Bristol, TN-VA"
45060,13028,Bernhards Bay,NY,"Syracuse, NY"
10780,71360,Pineville,LA,"Alexandria, LA"
32300,24055,Bassett,VA,"Martinsville, VA"
45300,33709,Saint Petersburg,FL,"Tampa-St. Petersburg-Clearwater, FL"
35300,06492,Wallingford,CT,"New Haven-Milford, CT"
35620,07522,Paterson,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
19820,48328,Waterford,MI,"Detroit-Warren-Dearborn, MI"
10620,28001,Albemarle,NC,"Albemarle, NC"
24380,87049,San Fidel,NM,"Grants, NM"
35620,11411,Jamaica,NY,"New York-Newark-Jersey City, NY-NJ-PA"
46140,74103,Tulsa,OK,"Tulsa, OK"
35620,11975,Wainscott,NY,"New York-Newark-Jersey City, NY-NJ-PA"
38060,85205,Mesa,AZ,"Phoenix-Mesa-Chandler, AZ"
16740,29708,Fort Mill,SC,"Charlotte-Concord-Gastonia, NC-SC"
31080,91769,Pomona,CA,"Los Angeles-Long Beach-Anaheim, CA"
25820,79045,Hereford,TX,"Hereford, TX"
39300,02865,Lincoln,RI,"Providence-Warwick, RI-MA"
25540,06084,Tolland,CT,"Hartford-East Hartford-Middletown, CT"
42660,98405,Tacoma,WA,"Seattle-Tacoma-Bellevue, WA"
25420,17105,Harrisburg,PA,"Harrisburg-Carlisle, PA"
35620,07082,Towaco,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
14460,02189,Weymouth,MA,"Boston-Cambridge-Newton, MA-NH"
38300,16057,Slippery Rock,PA,"Pittsburgh, PA"
35620,07606,South Hackensack,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
10900,18055,Hellertown,PA,"Allentown-Bethlehem-Easton, PA-NJ"
35620,11004,Floral Park,NY,"New York-Newark-Jersey City, NY-NJ-PA"
24340,49504,Grand Rapids,MI,"Grand Rapids-Kentwood, MI"
16700,29438,Edisto Island,SC,"Charleston-North Charleston, SC"
33460,55102,Saint Paul,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
12420,78746,West Lake Hills,TX,"Austin-Round Rock-Georgetown, TX"
45300,33511,Brandon,FL,"Tampa-St. Petersburg-Clearwater, FL"
15380,14212,Buffalo,NY,"Buffalo-Cheektowaga, NY"
29620,48912,Lansing,MI,"Lansing-East Lansing, MI"
34540,43050,Mount Vernon,OH,"Mount Vernon, OH"
11260,99508,Anchorage,AK,"Anchorage, AK"
33100,33474,Boynton Beach,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
15380,14221,Buffalo,NY,"Buffalo-Cheektowaga, NY"
37980,08107,Woodlynne,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
45220,32303,Tallahassee,FL,"Tallahassee, FL"
25420,17113,Harrisburg,PA,"Harrisburg-Carlisle, PA"
42020,93430,Cayucos,CA,"San Luis Obispo-Paso Robles, CA"
NULL,22488,Kinsale,VA,NULL
37980,19372,Thorndale,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
19100,75033,Frisco,TX,"Dallas-Fort Worth-Arlington, TX"
42540,18642,Duryea,PA,"Scranton--Wilkes-Barre, PA"
37100,93010,Camarillo,CA,"Oxnard-Thousand Oaks-Ventura, CA"
35620,10954,Bardonia,NY,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,12941,Jay,NY,NULL
16980,60561,Darien,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
16620,25305,Charleston,WV,"Charleston, WV"
10580,12186,Voorheesville,NY,"Albany-Schenectady-Troy, NY"
37980,08343,Monroeville,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
31540,53707,Madison,WI,"Madison, WI"
28140,64137,Kansas City,MO,"Kansas City, MO-KS"
35620,10018,Manhattan,NY,"New York-Newark-Jersey City, NY-NJ-PA"
13460,97707,Sunriver,OR,"Bend, OR"
42340,31302,Bloomingdale,GA,"Savannah, GA"
26420,77041,Houston,TX,"Houston-The Woodlands-Sugar Land, TX"
37100,91362,Westlake Vlg,CA,"Oxnard-Thousand Oaks-Ventura, CA"
35620,08757,Toms River,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
33100,33140,Miami,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
15980,33957,Sanibel,FL,"Cape Coral-Fort Myers, FL"
NULL,14895,Wellsville,NY,NULL
42540,18202,West Hazleton,PA,"Scranton--Wilkes-Barre, PA"
21500,16510,Erie,PA,"Erie, PA"
26420,77010,Houston,TX,"Houston-The Woodlands-Sugar Land, TX"
39300,02780,Taunton,MA,"Providence-Warwick, RI-MA"
33460,55427,Golden Valley,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
17140,45052,North Bend,OH,"Cincinnati, OH-KY-IN"
39460,33980,Port Charlotte,FL,"Punta Gorda, FL"
35980,06335,Gales Ferry,CT,"Norwich-New London, CT"
33100,33323,Plantation,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
41180,63126,Saint Louis,MO,"St. Louis, MO-IL"
19100,75044,Garland,TX,"Dallas-Fort Worth-Arlington, TX"
41700,78234,San Antonio,TX,"San Antonio-New Braunfels, TX"
NULL,23837,Courtland,VA,NULL
46140,74101,Tulsa,OK,"Tulsa, OK"
14740,98110,Bainbridge Is,WA,"Bremerton-Silverdale-Port Orchard, WA"
35620,07723,Deal,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
45220,32311,Tallahassee,FL,"Tallahassee, FL"
49620,17364,Thomasville,PA,"York-Hanover, PA"
25060,39581,Pascagoula,MS,"Gulfport-Biloxi, MS"
33100,33008,Hallandale,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
23540,32667,Micanopy,FL,"Gainesville, FL"
12940,70809,Baton Rouge,LA,"Baton Rouge, LA"
37980,08096,Woodbury,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
NULL,98365,Port Ludlow,WA,NULL
12580,21218,Waverly,MD,"Baltimore-Columbia-Towson, MD"
38900,97291,Portland,OR,"Portland-Vancouver-Hillsboro, OR-WA"
23060,46807,Fort Wayne,IN,"Fort Wayne, IN"
33300,31059,Milledgeville,GA,"Milledgeville, GA"
10580,12822,Corinth,NY,"Albany-Schenectady-Troy, NY"
47900,22101,McLean,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
19820,48082,Saint Clair Shores,MI,"Detroit-Warren-Dearborn, MI"
46060,85726,Tucson,AZ,"Tucson, AZ"
38860,04071,Raymond,ME,"Portland-South Portland, ME"
47900,20505,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
35660,49120,Niles,MI,"Niles, MI"
33460,55369,Maple Grove,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
26420,77076,Houston,TX,"Houston-The Woodlands-Sugar Land, TX"
35620,10276,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA"
35620,08867,Pittstown,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
18180,03303,Penacook,NH,"Concord, NH"
22180,28306,Fayetteville,NC,"Fayetteville, NC"
23060,46863,Fort Wayne,IN,"Fort Wayne, IN"
19100,75002,Lucas,TX,"Dallas-Fort Worth-Arlington, TX"
35620,11735,East Farmingdale,NY,"New York-Newark-Jersey City, NY-NJ-PA"
38300,15323,Claysville,PA,"Pittsburgh, PA"
38300,15108,Moon Twp,PA,"Pittsburgh, PA"
20020,36302,Dothan,AL,"Dothan, AL"
19780,50237,Runnells,IA,"Des Moines-West Des Moines, IA"
26420,77215,Houston,TX,"Houston-The Woodlands-Sugar Land, TX"
NULL,15857,St Marys,PA,NULL
24860,29682,Six Mile,SC,"Greenville-Anderson, SC"
33100,33472,Boynton Beach,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
26420,77338,Humble,TX,"Houston-The Woodlands-Sugar Land, TX"
21500,16401,Albion,PA,"Erie, PA"
35620,08848,Milford,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
16700,29455,Kiawah Island,SC,"Charleston-North Charleston, SC"
15700,21648,Madison,MD,"Cambridge, MD"
45860,06798,Woodbury,CT,"Torrington, CT"
29820,89170,Las Vegas,NV,"Las Vegas-Henderson-Paradise, NV"
45860,06785,South Kent,CT,"Torrington, CT"
NULL,03245,Holderness,NH,NULL
47940,50624,Dike,IA,"Waterloo-Cedar Falls, IA"
31660,12916,Brushton,NY,"Malone, NY"
18880,32550,Destin,FL,"Crestview-Fort Walton Beach-Destin, FL"
NULL,38585,Spencer,TN,NULL
35620,11569,Point Lookout,NY,"New York-Newark-Jersey City, NY-NJ-PA"
47900,20904,Cloverly,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
36420,73019,Norman,OK,"Oklahoma City, OK"
12060,30344,East Point,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
32100,49849,Ishpeming,MI,"Marquette, MI"
NULL,28326,Cameron,NC,NULL
29060,03253,Meredith,NH,"Laconia, NH"
17460,44039,N Ridgeville,OH,"Cleveland-Elyria, OH"
31860,56082,St Peter,MN,"Mankato, MN"
33100,33313,Sunrise,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
10580,12093,Jefferson,NY,"Albany-Schenectady-Troy, NY"
36540,68111,Omaha,NE,"Omaha-Council Bluffs, NE-IA"
24340,49456,Spring Lake,MI,"Grand Rapids-Kentwood, MI"
NULL,09554,Fpo,AE,NULL
40900,95602,Auburn,CA,"Sacramento-Roseville-Folsom, CA"
41860,94030,Millbrae,CA,"San Francisco-Oakland-Berkeley, CA"
43320,86047,Winslow,AZ,"Show Low, AZ"
38300,15069,Alcoa Center,PA,"Pittsburgh, PA"
29820,89144,Las Vegas,NV,"Las Vegas-Henderson-Paradise, NV"
35620,11730,East Islip,NY,"New York-Newark-Jersey City, NY-NJ-PA"
27460,14728,Dewittville,NY,"Jamestown-Dunkirk-Fredonia, NY"
12700,02662,South Orleans,MA,"Barnstable Town, MA"
35620,10022,Franklin D Roosevelt,NY,"New York-Newark-Jersey City, NY-NJ-PA"
40380,14615,Rochester,NY,"Rochester, NY"
NULL,26807,Franklin,WV,NULL
25900,96720,Hilo,HI,"Hilo, HI"
25540,06110,West Hartford,CT,"Hartford-East Hartford-Middletown, CT"
47900,20503,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
